term,en,jp
evident,evident,イヴィデントゥ
evidencing,evidencing,イヴィデンシング
evidences,evidences,イヴィデンシズ
evidenced,evidenced,イヴィデンストゥ
evidence,evidence,イヴィデンス
evicts,evicts,イビクツ
eviction,eviction,イビクション
evicting,evicting,イビクティング
evicted,evicted,イビクティドゥ
evict,evict,イビクトゥ
every,every,エブリ
everett,everett,エバレットゥ
everest,everest,エベレストゥ
ever,ever,エヴァー
eventuating,eventuating,イベンチュエイティング
eventuates,eventuates,イベンチュエイツ
eventuated,eventuated,イベンチュエイティドゥ
eventuate,eventuate,イベンチュエイトゥ
eventually,eventually,イベンチュアリー
eventuality,eventuality,イヴェンチュアリティー
eventual,eventual,イベンチュアル
events,events,イベンツ
event,event,イベントゥ
evening,evening,イーブニング
even,even,イーブン
evelyn,evelyn,エバリン
eve,eve,イーブ
evasive,evasive,イベイシブ
evasion,evasion,イベイジョン
evaporation,evaporation,イバポレイション
evaporating,evaporating,イヴァポレイティング
evaporates,evaporates,イヴァポレイツ
evaporated,evaporated,イヴァポレイティドゥ
evaporate,evaporate,イヴァポレイトゥ
evangelists,evangelists,エバンゲリスツ
evangelistic,evangelistic,エバンゲリスティック
evangelist,evangelist,エバンゲリストゥ
evangelical,evangelical,エバンゲリカル
evanescing,evanescing,エバネシング
evanescent,evanescent,エヴァネセントゥ
evanesce,evanesce,エバネス
evander,evander,エバンダー
evan,evan,エバン
evaluator,evaluator,イバリュエイター
evaluation,evaluation,イヴァリュエイション
evaluating,evaluating,イヴァリュエイティング
evaluates,evaluates,イヴァリュエイツ
evaluated,evaluated,イヴァリュエイティドゥ
evaluate,evaluate,イヴァリュエイトゥ
evagination,evagination,エバジネイション
evading,evading,イベイディング
evades,evades,イベイズ
evader,evader,イベイダー
evaded,evaded,イベイディドゥ
evade,evade,イベイドゥ
evacuative,evacuative,イバキュエイティブ
evacuationally,evacuationally,イバキュエイショナリイ
evacuational,evacuational,イバキュエイショナル
evacuation,evacuation,イバキュエイション
evacuating,evacuating,イバキュエイティング
evacuates,evacuates,イバキュエイツ
evacuated,evacuated,イバキュエイティドゥ
evacuate,evacuate,イヴァキュエイトゥ
euthanize,euthanize,ユーサナイズ
euthanasia,euthanasia,ユーサネイシャ
europium,europium,ユーロウピウム
europeanize,europeanize,ユーロピアナイヅ
european,european,ユーロピアン
europe,europe,ユーロップ
europa,europa,ユーロパ
euro,euro,ユーロウ
eureka,eureka,ユーリカ
euratom,euratom,ユーラトム
eurasian,eurasian,ユーレイジャン
eurasia,eurasia,ユーラシア
euphrates,euphrates,ユーフラテス
euphorically,euphorically,ユーフォリカリイ
euphoric,euphoric,ユーフォーリク
euphoriant,euphoriant,ユーフォーリアントゥ
euphoria,euphoria,ユーフォーリア
euphony,euphony,ユーフォニー
euphonious,euphonious,ユーフォウニアス
euphonic,euphonic,ユーフォニック
euphimists,euphimists,ユーフィミスツ
euphemistically,euphemistically,ユーフィミスティカリイ
euphemistic,euphemistic,ユーフィミスティック
euphemist,euphemist,ユーフィミストゥ
euphemism,euphemism,ユーフィミズム
eunet,eunet,イーユーネットゥ
eulogy,eulogy,ユーラジー
eulogizing,eulogizing,ユーラジャイジング
eulogizes,eulogizes,ユーラジャイジズ
eulogizer,eulogizer,ユーラジャイザー
eulogized,eulogized,ユーラジャイズドゥ
eulogize,eulogize,ユーラジャイズ
eukaryotic,eukaryotic,ユーカリオウティク
eukaryote,eukaryote,ユーカリオウトゥ
eugenic,eugenic,ユージェニク
eugene,eugene,ユージーン
eudora,eudora,ユードーラ
euclidean,euclidean,ユークリディアン
euclid,euclid,ユークリドゥ
eucharyotic,eucharyotic,ユーカリオティック
eucharistic,eucharistic,ユーカリスティック
eucharist,eucharist,ユーカリストゥ
eucaryotic,eucaryotic,ユーカリオティク
eucaryote,eucaryote,ユーカリオウトゥ
eucalyptus,eucalyptus,ユーカリプタス
eucalypt,eucalypt,ユーカリプトゥ
etymology,etymology,エティモロジー
etymologists,etymologists,エティモロジスツ
etymologist,etymologist,エティモロジストゥ
etymologies,etymologies,エティモロジーズ
etymologically,etymologically,エティモロジカリー
etymological,etymological,エティモロジカル
etymologic,etymologic,エティモロジック
etuo,etuo,エツオ
etudes,etudes,エチューズ
etude,etude,エチュードゥ
etra,etra,エトゥラ
eton,eton,イートン
etoile,etoile,エトワル
etna,etna,エトゥナ
etlport,etlport,イーティイエルポートゥ
etiquetts,etiquetts,エティケッツ
etiquette,etiquette,エティケットゥ
etiology,etiology,イーティオロジー
etiene,etiene,エチエンヌ
ethylene,ethylene,エシリーン
ethylalcohol,ethylalcohol,エシルアルコホル
ethyl,ethyl,エシル
ethos,ethos,イーソス
ethology,ethology,イーソロジー
ethologists,ethologists,イーソロジスツ
ethologist,ethologist,イーソロジストゥ
ethnology,ethnology,エスノロジー
ethnological,ethnological,エスノロジカル
ethno,ethno,エスノウ
ethnicity,ethnicity,エスニシティイ
ethnicities,ethnicities,エスニシティイズ
ethnically,ethnically,エスニカリー
ethnical,ethnical,エスニカル
ethnic,ethnic,エスニック
ethiopian,ethiopian,エチオピアン
ethiopia,ethiopia,エチオピア
ethically,ethically,エシカリー
ethical,ethical,エシカル
ethic,ethic,エシック
ethernet,ethernet,イーサネットゥ
etherlink,etherlink,イーサリンク
etheridge,etheridge,エスリジ
ethereal,ethereal,イスィリアル
etherdisk,etherdisk,イーサディスク
ether,ether,イーサー
ethel,ethel,エセル
ethealizing,ethealizing,イスィアライジング
ethealized,ethealized,イスィアライズドゥ
ethealize,ethealize,イスィアライズ
ethanol,ethanol,エタノール
ethane,ethane,エタン
etext,etext,イーテクストゥ
eternity,eternity,イターニティー
eternities,eternities,イターニティズ
eterne,eterne,エターン
eternally,eternally,イターナリー
eternal,eternal,イターナル
etching,etching,エッチング
etches,etches,エッチズ
etched,etched,エッチトゥ
etch,etch,エッチ
etc,etc,イーティーシー
estuary,estuary,エスチュアリー
estrus,estrus,エストゥラス
estrogen,estrogen,エストゥロジェン
estranging,estranging,エストゥレインジング
estranged,estranged,エストゥレインジドゥ
estrange,estrange,エストゥレインジ
estradiol,estradiol,エストゥラジオール
estrada,estrada,エストゥラダ
estra,estra,エストゥラ
estonia,estonia,エストウニア
estivate,estivate,エスティベイトゥ
estimation,estimation,エスティメイション
estimating,estimating,エスティメイティング
estimates,estimates,エスティメイツ
estimated,estimated,エスティメイティドゥ
estimate,estimate,エスティメイトゥ
estimably,estimably,エスティマブリー
estimable,estimable,エスティマブル
estheticizing,estheticizing,エスセタサイジング
esthetically,esthetically,エステティカリー
esthetic,esthetic,エステティク
esthesia,esthesia,エスシージア
esterase,esterase,エステレイス
ester,ester,エスター
estelle,estelle,エステル
esteeming,esteeming,エスティーミング
esteemed,esteemed,エスティームドゥ
esteem,esteem,エスティーム
estates,estates,エステイツ
estate,estate,エステイトゥ
establishing,establishing,エスタブリッシング
establishes,establishes,エスタブリッシズ
established,established,エスタブリッシュトゥ
establish,establish,エスタブリッシュ
esso,esso,エッソー
essex,essex,エシクス
essentially,essentially,エッセンシャリー
essential,essential,エッセンシャル
essences,essences,エッセンシズ
essence,essence,エッセンス
essayists,essayists,エッセイスツ
essayist,essayist,エッセイストゥ
essayed,essayed,エッセイドゥ
essay,essay,エッセイ
esquire,esquire,エスクワイアー
esque,esque,エスク
